Group of category,Category,sub-Category,Level,Levelname,Data,Indicator,Group of Modality,Modality,years,Comments
Service coverage indicators,Maternal Health,Delivery,District,Ngoma,11.9,Assistance during delivery by Doctor,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Bugesera,5.9,Assistance during delivery by Doctor,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Nyarugenge,25.2,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Gasabo,28.3,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Kicukiro,23.9,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Nyanza,22.1,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Gisagara,40.8,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Nyaruguru,5.6,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Huye,24.3,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Nyamagabe,11,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Ruhango,32.4,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Muhanga,24.5,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Kamonyi,21.6,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Karongi,18.8,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Rutsiro,19.8,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Rubavu,8.8,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Nyabihu,5.8,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Ngororero,15.9,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Rusizi,14.2,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Nyamasheke,13.8,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Rulindo,20.9,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Gakenke,16.5,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Musanze,12,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Burera,13.7,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Gicumbi,14.2,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Rwamagana,19.8,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Nyagatare,11,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Gatsibo,12.4,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Kayonza,16.5,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Kirehe,13.6,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Ngoma,24,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Bugesera,17.5,Assistance during delivery by Doctor,,,2015,
Service coverage indicators,Maternal Health,Delivery,province,Rwanda,23.3,Assistance during delivery by Nurse/medical assistant,,,2000,
Service coverage indicators,Maternal Health,Delivery,province,Rwanda,33.6,Assistance during delivery by Nurse/medical assistant,,,2005,
Service coverage indicators,Maternal Health,Delivery,National,Rwanda,58.9,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,National,Rwanda,69.6,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,province,Kigali City,62.8,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,province,South,56.8,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,province,West,61.7,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,province,North,56.3,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,province,East,58.2,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,province,Kigali City,61.5,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,province,South,65.1,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,province,West,73.8,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,province,North,73.9,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,province,East,71.1,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Nyarugenge,61.4,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Gasabo,62.9,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Kicukiro,63.8,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Nyanza,56.5,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Gisagara,59.2,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Nyaruguru,54.6,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Huye,62.4,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Nyamagabe,37.7,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Ruhango,65.6,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Muhanga,58,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Kamonyi,62.6,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Karongi,52.5,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Rutsiro,63,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Rubavu,61.5,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Nyabihu,58.7,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Ngororero,37.8,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Rusizi,81.1,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Nyamasheke,74.7,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Rulindo,54.3,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Gakenke,49.8,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Musanze,60.6,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Burera,58.8,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Gicumbi,58.4,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Rwamagana,74.3,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Nyagatare,64.3,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Gatsibo,56.2,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Kayonza,45.4,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Kirehe,52.4,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Ngoma,54.3,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Bugesera,58.2,Assistance during delivery by Nurse/medical assistant,,,2010,
Service coverage indicators,Maternal Health,Delivery,District,Nyarugenge,52.5,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Gasabo,62.3,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Kicukiro,70.6,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Nyanza,58.6,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Gisagara,47.3,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Nyaruguru,75.6,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Huye,71.8,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Nyamagabe,75.1,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Ruhango,62.3,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Muhanga,66.8,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Kamonyi,68.8,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Karongi,67,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Rutsiro,68,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Rubavu,85,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Nyabihu,84.3,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Ngororero,60.1,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Rusizi,78.8,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Nyamasheke,70.7,Assistance during delivery by Nurse/medical assistant,,,2015,
Service coverage indicators,Maternal Health,Delivery,District,Rulindo,70,Assistance during delivery by Nurse/medical assistant,,,2015,
